GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AG3001,AHF001,AH3001,AH3002,AH3003,AH3004,AH3005,AH3006
"G1301670","1860","Georgia","130","Johnson","1670","Johnson","44","1670",2919,0,2063,7,849,0,,
"G1301690","1860","Georgia","130","Jones","1690","Jones","44","1690",9107,0,3084,34,5989,0,,
"G1301750","1860","Georgia","130","Laurens","1750","Laurens","44","1750",6998,0,3723,6,3269,0,,
"G1301770","1860","Georgia","130","Lee","1770","Lee","44","1770",7196,0,2242,7,4947,0,,
"G1301790","1860","Georgia","130","Liberty","1790","Liberty","44","1790",8367,0,2284,23,6083,0,,
"G1301810","1860","Georgia","130","Lincoln","1810","Lincoln","44","1810",5466,0,1675,0,3768,0,,
"G1301850","1860","Georgia","130","Lowndes","1850","Lowndes","44","1850",5249,0,2850,0,2399,0,,
"G1301870","1860","Georgia","130","Lumpkin","1870","Lumpkin","44","1870",4626,0,4156,38,432,0,,
"G1301910","1860","Georgia","130","McIntosh","1910","Mcintosh","44","1910",5546,0,1429,54,4063,0,,
"G1301930","1860","Georgia","130","Macon","1930","Macon","44","1930",8449,0,3575,9,4865,0,,
"G1301950","1860","Georgia","130","Madison","1950","Madison","44","1950",5933,0,3924,17,1992,0,,
"G1301970","1860","Georgia","130","Marion","1970","Marion","44","1970",7390,0,3854,7,3529,0,,
"G1301990","1860","Georgia","130","Meriwether","1990","Meriwether","44","1990",15330,0,6578,4,8748,0,,
"G1302010","1860","Georgia","130","Miller","2010","Miller","44","2010",1791,0,1151,0,640,0,,
"G1302015","1860","Georgia","130","Milton","2015","Milton","44","2030",4602,0,3984,1,617,0,,
"G1302050","1860","Georgia","130","Mitchell","2050","Mitchell","44","2050",4308,0,2716,3,1589,0,,
"G1302070","1860","Georgia","130","Monroe","2070","Monroe","44","2070",15953,0,5753,23,10177,0,,
"G1302090","1860","Georgia","130","Montgomery","2090","Montgomery","44","2090",2997,0,2014,6,977,0,,
"G1302110","1860","Georgia","130","Morgan","2110","Morgan","44","2110",9997,0,2983,7,7006,1,,
"G1302130","1860","Georgia","130","Murray","2130","Murray","44","2130",7083,0,5639,2,1442,0,,
"G1302150","1860","Georgia","130","Muscogee","2150","Muscogee","44","2150",16584,9621,8966,173,7445,0,,
"G1302170","1860","Georgia","130","Newton","2170","Newton","44","2170",14320,0,7822,40,6458,0,,
"G1302210","1860","Georgia","130","Oglethorpe","2210","Oglethorpe","44","2210",11549,0,4014,21,7514,0,,
"G1302230","1860","Georgia","130","Paulding","2230","Paulding","44","2230",7038,0,6460,6,572,0,,
"G1302270","1860","Georgia","130","Pickens","2270","Pickens","44","2270",4951,0,4705,0,246,0,,
"G1302290","1860","Georgia","130","Pierce","2290","Pierce","44","2290",1973,0,1740,0,233,0,,
"G1302310","1860","Georgia","130","Pike","2310","Pike","44","2310",10078,0,5332,24,4722,0,,
"G1302330","1860","Georgia","130","Polk","2330","Polk","44","2330",6295,0,3853,2,2440,0,,
"G1302350","1860","Georgia","130","Pulaski","2350","Pulaski","44","2350",8744,0,4607,31,4106,0,,
"G1302370","1860","Georgia","130","Putnam","2370","Putnam","44","2370",10125,0,2956,31,7138,0,,
"G1302390","1860","Georgia","130","Quitman","2390","Quitman","44","2390",3499,0,1870,4,1625,0,,
"G1302410","1860","Georgia","130","Rabun","2410","Rabun","44","2410",3271,0,3061,4,206,0,,
"G1302430","1860","Georgia","130","Randolph","2430","Randolph","44","2430",9571,0,5103,1,4467,0,,
"G1302450","1860","Georgia","130","Richmond","2450","Richmond","44","2450",21284,12493,12405,490,8389,0,,
"G1302490","1860","Georgia","130","Schley","2490","Schley","44","2490",4633,0,2274,11,2348,0,,
"G1302510","1860","Georgia","130","Screven","2510","Screven","44","2510",8274,0,3742,2,4530,0,,
"G1302550","1860","Georgia","130","Spalding","2550","Spalding","44","2550",8699,2855,4826,54,3819,0,,
"G1302590","1860","Georgia","130","Stewart","2590","Stewart","44","2590",13422,0,5534,4,7884,0,,
"G1302610","1860","Georgia","130","Sumter","2610","Sumter","44","2610",9428,0,4536,2,4890,0,,
"G1302630","1860","Georgia","130","Talbot","2630","Talbot","44","2630",13616,0,4994,19,8603,0,,
"G1302650","1860","Georgia","130","Taliaferro","2650","Taliaferro","44","2650",4583,0,1693,41,2849,0,,
"G1302670","1860","Georgia","130","Tattnall","2670","Tattnall","44","2670",4352,0,3191,4,1157,0,,
"G1302690","1860","Georgia","130","Taylor","2690","Taylor","44","2690",5998,0,3601,0,2397,0,,
"G1302710","1860","Georgia","130","Telfair","2710","Telfair","44","2710",2713,0,1877,0,836,0,,
"G1302730","1860","Georgia","130","Terrell","2730","Terrell","44","2730",6232,0,3343,1,2888,0,,
"G1302750","1860","Georgia","130","Thomas","2750","Thomas","44","2750",10766,0,4488,34,6244,0,,
"G1302810","1860","Georgia","130","Towns","2810","Towns","44","2810",2459,0,2346,5,108,0,,
"G1302850","1860","Georgia","130","Troup","2850","Troup","44","2850",16262,0,6223,37,10002,0,,
"G1302890","1860","Georgia","130","Twiggs","2890","Twiggs","44","2890",8320,0,2930,72,5318,0,,
"G1302910","1860","Georgia","130","Union","2910","Union","44","2910",4413,0,4295,2,116,0,,
"G1302930","1860","Georgia","130","Upson","2930","Upson","44","2930",9910,0,5015,7,4888,0,,
"G1302950","1860","Georgia","130","Walker","2950","Walker","44","2950",10082,0,8517,30,1535,0,,
"G1302970","1860","Georgia","130","Walton","2970","Walton","44","2970",11074,0,6447,6,4621,0,,
"G1302990","1860","Georgia","130","Ware","2990","Ware","44","2990",2200,0,1818,5,377,0,,
"G1303010","1860","Georgia","130","Warren","3010","Warren","44","3010",9820,0,4347,94,5379,0,,
"G1303030","1860","Georgia","130","Washington","3030","Washington","44","3030",12698,0,6143,23,6532,0,,
"G1303050","1860","Georgia","130","Wayne","3050","Wayne","44","3050",2268,0,1617,30,621,0,,
"G1303070","1860","Georgia","130","Webster","3070","Webster","44","3070",5030,0,2741,2,2287,0,,
"G1303110","1860","Georgia","130","White","3110","White","44","3110",3315,0,3041,11,263,0,,
"G1303130","1860","Georgia","130","Whitfield","3130","Whitfield","44","3130",10047,0,8314,1,1732,0,,
"G1303150","1860","Georgia","130","Wilcox","3150","Wilcox","44","3150",2115,0,1692,2,421,0,,
"G1303170","1860","Georgia","130","Wilkes","3170","Wilkes","44","3170",11420,0,3434,33,7953,0,,
"G1303190","1860","Georgia","130","Wilkinson","3190","Wilkinson","44","3190",9376,0,5472,17,3887,0,,
"G1303210","1860","Georgia","130","Worth","3210","Worth","44","3210",2763,0,2118,13,632,0,,
"G1700010","1860","Illinois","170","Adams","0010","ADAMS","21","10",41323,13718,41144,179,0,0,,
"G1700030","1860","Illinois","170","Alexander","0030","Alexander","21","30",4707,0,4652,55,0,0,,
"G1700050","1860","Illinois","170","Bond","0050","Bond","21","50",9815,0,9767,48,0,0,,
"G1700070","1860","Illinois","170","Boone","0070","Boone","21","70",11678,0,11670,8,0,0,,
"G1700090","1860","Illinois","170","Brown","0090","Brown","21","90",9938,0,9919,19,0,0,,
"G1700110","1860","Illinois","170","Bureau","0110","Bureau","21","110",26426,0,26415,11,0,0,,
"G1700130","1860","Illinois","170","Calhoun","0130","Calhoun","21","130",5144,0,5143,1,0,0,,
"G1700150","1860","Illinois","170","Carroll","0150","Carroll","21","150",11733,0,11718,15,0,0,,
"G1700170","1860","Illinois","170","Cass","0170","Cass","21","170",11325,0,11313,12,0,0,,
"G1700190","1860","Illinois","170","Champaign","0190","Champaign","21","190",14629,0,14581,48,0,0,,
"G1700210","1860","Illinois","170","Christian","0210","Christian","21","210",10492,0,10475,17,0,0,,
"G1700230","1860","Illinois","170","Clark","0230","Clark","21","230",14987,0,14948,39,0,0,,
"G1700250","1860","Illinois","170","Clay","0250","Clay","21","250",9336,0,9309,27,0,0,,
"G1700270","1860","Illinois","170","Clinton","0270","Clinton","21","270",10941,0,10729,212,0,0,,
"G1700290","1860","Illinois","170","Coles","0290","Coles","21","290",14203,0,14174,29,0,0,,
"G1700310","1860","Illinois","170","Cook","0310","Cook","21","310",144954,112172,143947,1007,0,0,,
"G1700330","1860","Illinois","170","Crawford","0330","Crawford","21","330",11551,0,11529,22,0,0,,
"G1700350","1860","Illinois","170","Cumberland","0350","Cumberland","21","350",8311,0,8309,2,0,0,,
"G1700370","1860","Illinois","170","DeKalb","0370","De Kalb","21","370",19086,0,19079,7,0,0,,
"G1700390","1860","Illinois","170","De Witt","0390","De Witt","21","390",10820,0,10814,6,0,0,,
"G1700410","1860","Illinois","170","Douglas","0410","Douglas","21","410",7140,0,7109,31,0,0,,
"G1700430","1860","Illinois","170","Dupage","0430","Du Page","21","430",14701,0,14696,5,0,0,,
"G1700450","1860","Illinois","170","Edgar","0450","Edgar","21","450",16925,0,16888,37,0,0,,
"G1700470","1860","Illinois","170","Edwards","0470","Edwards","21","470",5454,0,5379,75,0,0,,
"G1700490","1860","Illinois","170","Effingham","0490","Effingham","21","490",7816,0,7805,11,0,0,,
"G1700510","1860","Illinois","170","Fayette","0510","Fayette","21","510",11189,0,11146,43,0,0,,
"G1700530","1860","Illinois","170","Ford","0530","Ford","21","530",1979,0,1979,0,0,0,,
"G1700550","1860","Illinois","170","Franklin","0550","Franklin","21","550",9393,0,9367,26,0,0,,
"G1700570","1860","Illinois","170","Fulton","0570","Fulton","21","570",33338,0,33289,49,0,0,,
"G1700590","1860","Illinois","170","Gallatin","0590","Gallatin","21","590",8055,0,7629,426,0,0,,
"G1700610","1860","Illinois","170","Greene","0610","Greene","21","610",16093,0,16067,26,0,0,,
"G1700630","1860","Illinois","170","Grundy","0630","Grundy","21","630",10379,0,10362,7,0,10,,
"G1700650","1860","Illinois","170","Hamilton","0650","Hamilton","21","650",9915,0,9849,66,0,0,,
"G1700670","1860","Illinois","170","Hancock","0670","Hancock","21","670",29061,2896,29040,20,0,1,,
"G1700690","1860","Illinois","170","Hardin","0690","Hardin","21","690",3759,0,3704,55,0,0,,
"G1700710","1860","Illinois","170","Henderson","0710","Henderson","21","710",9501,0,9499,2,0,0,,
"G1700730","1860","Illinois","170","Henry","0730","Henry","21","730",20660,0,20658,2,0,0,,
"G1700750","1860","Illinois","170","Iroquois","0750","Iroquois","21","750",12325,0,12285,40,0,0,,
"G1700770","1860","Illinois","170","Jackson","0770","Jackson","21","770",9589,0,9560,29,0,0,,
"G1700790","1860","Illinois","170","Jasper","0790","Jasper","21","790",8364,0,8350,14,0,0,,
"G1700810","1860","Illinois","170","Jefferson","0810","Jefferson","21","810",12965,0,12931,34,0,0,,
"G1700830","1860","Illinois","170","Jersey","0830","Jersey","21","830",12051,0,11942,109,0,0,,
"G1700850","1860","Illinois","170","Jo Daviess","0850","Jo Daviess","21","850",27325,8196,27147,178,0,0,,
"G1700870","1860","Illinois","170","Johnson","0870","Johnson","21","870",9342,0,9306,36,0,0,,
"G1700890","1860","Illinois","170","Kane","0890","Kane","21","890",30062,8808,30024,38,0,0,,
"G1700910","1860","Illinois","170","Kankakee","0910","Kankakee","21","910",15412,0,15393,19,0,0,,
"G1700930","1860","Illinois","170","Kendall","0930","Kendall","21","930",13074,0,13073,1,0,0,,
"G1700950","1860","Illinois","170","Knox","0950","Knox","21","950",28663,4953,28512,151,0,0,,
"G1700970","1860","Illinois","170","Lake","0970","La Salle","21","970",18257,3433,18248,9,0,0,,
"G1700990","1860","Illinois","170","La Salle","0990","Lake","21","990",48332,7148,48272,60,0,0,,
"G1701010","1860","Illinois","170","Lawrence","1010","Lawrence","21","1010",9214,0,8976,238,0,0,,
"G1701030","1860","Illinois","170","Lee","1030","Lee","21","1030",17651,0,17643,8,0,0,,
"G1701050","1860","Illinois","170","Livingston","1050","Livingston","21","1050",11637,0,11632,5,0,0,,
"G1701070","1860","Illinois","170","Logan","1070","Logan","21","1070",14272,0,14247,25,0,0,,
"G1701090","1860","Illinois","170","McDonough","1090","Mcdonough","21","1090",20069,0,20061,8,0,0,,
"G1701110","1860","Illinois","170","McHenry","1110","Mchenry","21","1110",22089,0,22085,4,0,0,,
"G1701130","1860","Illinois","170","McLean","1130","Mclean","21","1130",28772,7075,28580,192,0,0,,
"G1701150","1860","Illinois","170","Macon","1150","Macon","21","1150",13738,3839,13655,83,0,0,,
"G1701170","1860","Illinois","170","Macoupin","1170","Macoupin","21","1170",24602,0,24504,98,0,0,,
"G1701190","1860","Illinois","170","Madison","1190","Madison","21","1190",31251,6332,30679,562,0,10,,
"G1701210","1860","Illinois","170","Marion","1210","Marion","21","1210",12739,0,12730,9,0,0,,
"G1701230","1860","Illinois","170","Marshall","1230","Marshall","21","1230",13437,0,13437,0,0,0,,
"G1701250","1860","Illinois","170","Mason","1250","Mason","21","1250",10931,0,10929,2,0,0,,
"G1701270","1860","Illinois","170","Massac","1270","Massac","21","1270",6213,0,6101,112,0,0,,
"G1701290","1860","Illinois","170","Menard","1290","Menard","21","1290",9584,0,9577,7,0,0,,
"G1701310","1860","Illinois","170","Mercer","1310","Mercer","21","1310",15042,0,15037,5,0,0,,
"G1701330","1860","Illinois","170","Monroe","1330","Monroe","21","1330",12832,0,12815,17,0,0,,
"G1701350","1860","Illinois","170","Montgomery","1350","Montgomery","21","1350",13979,0,13881,98,0,0,,
"G1701370","1860","Illinois","170","Morgan","1370","Morgan","21","1370",22112,5528,21937,175,0,0,,
"G1701390","1860","Illinois","170","Moultrie","1390","Moultrie","21","1390",6385,0,6384,1,0,0,,
"G1701410","1860","Illinois","170","Ogle","1410","Ogle","21","1410",22888,0,22863,25,0,0,,
"G1701430","1860","Illinois","170","Peoria","1430","Peoria","21","1430",36601,14045,36475,126,0,0,,
"G1701450","1860","Illinois","170","Perry","1450","Perry","21","1450",9552,0,9508,44,0,0,,
"G1701470","1860","Illinois","170","Piatt","1470","Piatt","21","1470",6127,0,6124,3,0,0,,
"G1701490","1860","Illinois","170","Pike","1490","Pike","21","1490",27249,0,27182,67,0,0,,
"G1701510","1860","Illinois","170","Pope","1510","Pope","21","1510",6742,0,6546,196,0,0,,
"G1701530","1860","Illinois","170","Pulaski","1530","Pulaski","21","1530",3943,0,3904,39,0,0,,
"G1701550","1860","Illinois","170","Putnam","1550","Putnam","21","1550",5587,0,5579,8,0,0,,
"G1701570","1860","Illinois","170","Randolph","1570","Randolph","21","1570",17205,0,16766,439,0,0,,
"G1701590","1860","Illinois","170","Richland","1590","Richland","21","1590",9711,0,9709,2,0,0,,
"G1701610","1860","Illinois","170","Rock Island","1610","Rock Island","21","1610",21005,5130,20981,24,0,0,,
"G1701630","1860","Illinois","170","St Clair","1630","St Clair","21","1630",37694,7520,37169,525,0,0,,
"G1701650","1860","Illinois","170","Saline","1650","Saline","21","1650",9331,0,9152,170,0,9,,
"G1701670","1860","Illinois","170","Sangamon","1670","Sangamon","21","1670",32274,9320,31963,311,0,0,,
"G1701690","1860","Illinois","170","Schuyler","1690","Schuyler","21","1690",14684,0,14670,14,0,0,,
"G1701710","1860","Illinois","170","Scott","1710","Scott","21","1710",9069,0,9047,22,0,0,,
"G1701730","1860","Illinois","170","Shelby","1730","Shelby","21","1730",14613,0,14590,23,0,0,,
"G1701750","1860","Illinois","170","Stark","1750","Stark","21","1750",9004,0,9003,1,0,0,,
"G1701770","1860","Illinois","170","Stephenson","1770","Stephenson","21","1770",25112,5376,25112,0,0,0,,
"G1701790","1860","Illinois","170","Tazewell","1790","Tazewell","21","1790",21470,3467,21427,43,0,0,,
"G1701810","1860","Illinois","170","Union","1810","Union","21","1810",11181,0,11145,36,0,0,,
"G1701830","1860","Illinois","170","Vermilion","1830","Vermilion","21","1830",19800,0,19779,21,0,0,,
"G1701850","1860","Illinois","170","Wabash","1850","Wabash","21","1850",7313,0,7233,80,0,0,,
"G1701870","1860","Illinois","170","Warren","1870","Warren","21","1870",18336,2506,18293,43,0,0,,
"G1701890","1860","Illinois","170","Washington","1890","Washington","21","1890",13731,0,13725,6,0,0,,
"G1701910","1860","Illinois","170","Wayne","1910","Wayne","21","1910",12223,0,12222,1,0,0,,
"G1701930","1860","Illinois","170","White","1930","White","21","1930",12403,0,12274,129,0,0,,
"G1701950","1860","Illinois","170","Whiteside","1950","Whiteside","21","1950",18737,0,18727,8,0,2,,
"G1701970","1860","Illinois","170","Will","1970","Will","21","1970",29321,7104,29264,57,0,0,,
"G1701990","1860","Illinois","170","Williamson","1990","Williamson","21","1990",12205,0,12087,118,0,0,,
"G1702010","1860","Illinois","170","Winnebago","2010","Winnebago","21","2010",24491,6979,24457,34,0,0,,
"G1702030","1860","Illinois","170","Woodford","2030","Woodford","21","2030",13282,0,13281,1,0,0,,
"G1800010","1860","Indiana","180","Adams","0010","Adams","22","10",9252,0,9246,6,0,0,,
"G1800030","1860","Indiana","180","Allen","0030","Allen","22","30",29328,9121,29243,63,0,22,,
"G1800050","1860","Indiana","180","Bartholomew","0050","Bartholomew","22","50",17865,0,17858,7,0,0,,
"G1800070","1860","Indiana","180","Benton","0070","Benton","22","70",2809,0,2809,0,0,0,,
"G1800090","1860","Indiana","180","Blackford","0090","Blackford","22","90",4122,0,4122,0,0,0,,
"G1800110","1860","Indiana","180","Boone","0110","Boone","22","110",16753,0,16663,90,0,0,,
"G1800130","1860","Indiana","180","Brown","0130","Brown","22","130",6507,0,6503,0,0,4,,
"G1800150","1860","Indiana","180","Carroll","0150","Carroll","22","150",13489,0,13476,13,0,0,,
"G1800170","1860","Indiana","180","Cass","0170","Cass","22","170",16843,2979,16770,65,0,8,,
"G1800190","1860","Indiana","180","Clark","0190","Clark","22","190",20502,4020,19982,520,0,0,,
"G1800210","1860","Indiana","180","Clay","0210","Clay","22","210",12161,0,12139,22,0,0,,
"G1800230","1860","Indiana","180","Clinton","0230","Clinton","22","230",14505,0,14485,20,0,0,,
"G1800250","1860","Indiana","180","Crawford","0250","Crawford","22","250",8226,0,8226,0,0,0,,
"G1800270","1860","Indiana","180","Daviess","0270","Daviess","22","270",13323,0,13249,74,0,0,,
"G1800290","1860","Indiana","180","Dearborn","0290","Dearborn","22","290",24406,5682,24332,74,0,0,,
"G1800310","1860","Indiana","180","Decatur","0310","Decatur","22","310",17294,0,17270,24,0,0,,
"G1800330","1860","Indiana","180","DeKalb","0330","De Kalb","22","330",13880,0,13865,15,0,0,,
"G1800350","1860","Indiana","180","Delaware","0350","Delaware","22","350",15753,0,15737,16,0,0,,
"G1800370","1860","Indiana","180","Dubois","0370","Dubois","22","370",10394,0,10382,12,0,0,,
"G1800390","1860","Indiana","180","Elkhart","0390","Elkhart","22","390",20986,0,20966,20,0,0,,
"G1800410","1860","Indiana","180","Fayette","0410","Fayette","22","410",10225,0,10138,87,0,0,,
"G1800430","1860","Indiana","180","Floyd","0430","Floyd","22","430",20183,12647,19426,757,0,0,,
"G1800450","1860","Indiana","180","Fountain","0450","Fountain","22","450",15566,0,15493,73,0,0,,
"G1800470","1860","Indiana","180","Franklin","0470","Franklin","22","470",19549,0,19446,103,0,0,,
"G1800490","1860","Indiana","180","Fulton","0490","Fulton","22","490",9422,0,9416,6,0,0,,
"G1800510","1860","Indiana","180","Gibson","0510","Gibson","22","510",14532,0,14258,274,0,0,,
"G1800530","1860","Indiana","180","Grant","0530","Grant","22","530",15797,0,15412,384,0,1,,
"G1800550","1860","Indiana","180","Greene","0550","Greene","22","550",16041,0,15962,79,0,0,,
"G1800570","1860","Indiana","180","Hamilton","0570","Hamilton","22","570",17310,0,16960,350,0,0,,
"G1800590","1860","Indiana","180","Hancock","0590","Hancock","22","590",12802,0,12709,93,0,0,,
