GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ADI001,ADI002,ADJ001,ADJ002
"G2902130","1850","Missouri","290","Taney","2130","Taney","34","2130",13544,22534,203270,21420
"G2902150","1850","Missouri","290","Texas","2150","Texas","34","2150",6991,7576,93350,5443
"G2902190","1850","Missouri","290","Warren","2190","Warren","34","2190",32176,85515,612348,44102
"G2902210","1850","Missouri","290","Washington","2210","Washington","34","2210",36139,86606,709461,46041
"G2902230","1850","Missouri","290","Wayne","2230","Wayne","34","2230",16822,33457,221975,19243
"G2902290","1850","Missouri","290","Wright","2290","Wright","34","2290",10991,10982,133425,16717
"G3300010","1850","New Hampshire","330","Belknap","0010","Belknap","4","10",143524,67408,3747515,127195
"G3300030","1850","New Hampshire","330","Carroll","0030","Carroll","4","30",152631,142843,3500651,174417
"G3300050","1850","New Hampshire","330","Cheshire","0050","Cheshire","4","50",278697,94993,5801093,212631
"G3300070","1850","New Hampshire","330","Coos","0070","Coos","4","70",90339,113224,1611348,117183
"G3300090","1850","New Hampshire","330","Grafton","0090","Grafton","4","90",401145,263690,7838130,475435
"G3300110","1850","New Hampshire","330","Hillsborough","0110","Hillsborough","4","110",317294,111482,7994720,295032
"G3300130","1850","New Hampshire","330","Merrimack","0130","Merrimack","4","130",288109,123429,7397930,306962
"G3300150","1850","New Hampshire","330","Rockingham","0150","Rockingham","4","150",236069,102986,9141870,327907
"G3300170","1850","New Hampshire","330","Strafford","0170","Strafford","4","170",136226,48629,4311765,137197
"G3300190","1850","New Hampshire","330","Sullivan","0190","Sullivan","4","190",207454,72242,3900975,140166
"G3400010","1850","New Jersey","340","Atlantic","0010","Atlantic","12","10",15006,34585,685425,27386
"G3400030","1850","New Jersey","340","Bergen","0030","Bergen","12","30",80494,28234,6238110,279166
"G3400050","1850","New Jersey","340","Burlington","0050","Burlington","12","50",132017,40670,11666550,316217
"G3400070","1850","New Jersey","340","Camden","0070","Camden","12","70",53968,77416,4651048,153622
"G3400090","1850","New Jersey","340","Cape May","0090","Cape May","12","90",14310,37653,824950,21871
"G3400110","1850","New Jersey","340","Cumberland","0110","Cumberland","12","110",48469,71646,2754375,123986
"G3400130","1850","New Jersey","340","Essex","0130","Essex","12","130",76949,23407,6988985,230581
"G3400150","1850","New Jersey","340","Gloucester","0150","Gloucester","12","150",68810,52897,4548128,191372
"G3400170","1850","New Jersey","340","Hudson","0170","Hudson","12","170",9223,7729,2964995,54860
"G3400190","1850","New Jersey","340","Hunterdon","0190","Hunterdon","12","190",196342,49322,11474186,513298
"G3400210","1850","New Jersey","340","Mercer","0210","Mercer","12","210",95380,21587,6336970,255101
"G3400230","1850","New Jersey","340","Middlesex","0230","Middlesex","12","230",115938,42106,6712960,267328
"G3400250","1850","New Jersey","340","Monmouth","0250","Monmouth","12","250",145739,82440,11522920,425908
"G3400270","1850","New Jersey","340","Morris","0270","Morris","12","270",136543,99542,7981997,303198
"G3400290","1850","New Jersey","340","Ocean","0290","Ocean","12","290",26466,28387,1089300,56303
"G3400310","1850","New Jersey","340","Passaic","0310","Passaic","12","310",34152,62203,3204977,97074
"G3400330","1850","New Jersey","340","Salem","0330","Salem","12","330",105956,38942,6648373,287497
"G3400350","1850","New Jersey","340","Somerset","0350","Somerset","12","350",137700,27212,7872377,315448
"G3400370","1850","New Jersey","340","Sussex","0370","Sussex","12","370",149582,94895,8390180,213465
"G3400410","1850","New Jersey","340","Warren","0410","Warren","12","410",124947,64082,7680705,291822
"G3550035","1850","New Mexico Territory","355","Bernalillo","0035","Bernalillo","66","10",13436,806,144379,9436
"G3550315","1850","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba","66","390",30417,2644,414809,15123
"G3550395","1850","New Mexico Territory","355","San Miguel","0395","San Miguel","66","470",42880,0,190167,17637
"G3550415","1850","New Mexico Territory","355","Santa Anna","0415","Santa Anna","66","475",3197,0,124459,5503
"G3550435","1850","New Mexico Territory","355","Santa Fe","0435","Santa Fe","66","490",19081,82206,171447,10291
"G3550495","1850","New Mexico Territory","355","Taos","0495","Taos","66","550",10469,11608,192293,5032
"G3550555","1850","New Mexico Territory","355","Valencia","0555","Valencia","66","610",46721,27106,416368,14938
"G3600010","1850","New York","360","Albany","0010","Albany","13","10",228505,68877,11339756,470878
"G3600030","1850","New York","360","Allegany","0030","Allegany","13","30",191969,186320,5540150,361897
"G3600070","1850","New York","360","Broome","0070","Broome","13","70",158392,131070,5586307,197036
"G3600090","1850","New York","360","Cattaraugus","0090","Cattaraugus","13","90",206850,261859,6216993,359333
"G3600110","1850","New York","360","Cayuga","0110","Cayuga","13","110",298633,99863,15086322,541770
"G3600130","1850","New York","360","Chautauqua","0130","Chautauqua","13","130",310733,281581,10836732,374653
"G3600150","1850","New York","360","Chemung","0150","Chemung","13","150",124715,108557,6352356,251873
"G3600170","1850","New York","360","Chenango","0170","Chenango","13","170",332909,169082,9555848,436606
"G3600190","1850","New York","360","Clinton","0190","Clinton","13","190",133578,102504,4256119,198170
"G3600210","1850","New York","360","Columbia","0210","Columbia","13","210",297483,62066,15684468,492516
"G3600230","1850","New York","360","Cortland","0230","Cortland","13","230",165447,95312,5405547,351481
"G3600250","1850","New York","360","Delaware","0250","Delaware","13","250",352941,291963,8583684,439623
"G3600270","1850","New York","360","Dutchess","0270","Dutchess","13","270",378506,96621,25181302,658895
"G3600290","1850","New York","360","Erie","0290","Erie","13","290",270874,191832,12441746,515303
"G3600310","1850","New York","360","Essex","0310","Essex","13","310",166951,136610,3393385,182446
"G3600330","1850","New York","360","Franklin","0330","Franklin","13","330",103203,64146,2298912,159578
"G3600350","1850","New York","360","Fulton","0350","Fulton","13","350",117413,47122,3465299,199085
"G3600370","1850","New York","360","Genesee","0370","Genesee","13","370",203871,69708,10505382,433480
"G3600390","1850","New York","360","Greene","0390","Greene","13","390",207523,106895,7943072,344550
"G3600410","1850","New York","360","Hamilton","0410","Hamilton","13","410",13845,23687,220777,14614
"G3600430","1850","New York","360","Herkimer","0430","Herkimer","13","430",245648,94534,10494344,411570
"G3600450","1850","New York","360","Jefferson","0450","Jefferson","13","450",418540,179799,13986824,679293
"G3600470","1850","New York","360","Kings","0470","Kings","13","470",17419,3443,4130700,90460
"G3600490","1850","New York","360","Lewis","0490","Lewis","13","490",137822,95229,5289486,357455
"G3600510","1850","New York","360","Livingston","0510","Livingston","13","510",229762,86938,14018338,360978
"G3600530","1850","New York","360","Madison","0530","Madison","13","530",363392,93203,10829524,388555
"G3600550","1850","New York","360","Monroe","0550","Monroe","13","550",302102,84394,19617346,782833
"G3600570","1850","New York","360","Montgomery","0570","Montgomery","13","570",192260,46868,8680704,367092
"G3600610","1850","New York","360","New York","0610","New York","13","610",2428,245,4937000,39131
"G3600630","1850","New York","360","Niagara","0630","Niagara","13","630",178664,102128,6700836,409995
"G3600650","1850","New York","360","Oneida","0650","Oneida","13","650",476669,189572,15930356,527350
"G3600670","1850","New York","360","Onondaga","0670","Onondaga","13","670",317280,113291,17055334,804010
"G3600690","1850","New York","360","Ontario","0690","Ontario","13","690",274381,90996,15066954,566473
"G3600710","1850","New York","360","Orange","0710","Orange","13","710",315795,107903,17585392,451823
"G3600730","1850","New York","360","Orleans","0730","Orleans","13","730",163823,53631,8946810,338405
"G3600750","1850","New York","360","Oswego","0750","Oswego","13","750",193220,170060,8037526,423515
"G3600770","1850","New York","360","Otsego","0770","Otsego","13","770",376868,171294,12560142,597863
"G3600790","1850","New York","360","Putnam","0790","Putnam","13","790",85501,35344,4820700,141774
"G3600810","1850","New York","360","Queens","0810","Queens","13","810",123360,46286,12373722,424541
"G3600830","1850","New York","360","Rensselaer","0830","Rensselaer","13","830",274543,75203,13566420,539570
"G3600850","1850","New York","360","Richmond","0850","Richmond","13","850",10311,4863,1620360,46480
"G3600870","1850","New York","360","Rockland","0870","Rockland","13","870",43080,34323,3269780,67952
"G3600890","1850","New York","360","St Lawrence","0890","St Lawrence","13","890",377086,262627,9242548,657505
"G3600910","1850","New York","360","Saratoga","0910","Saratoga","13","910",281427,131562,13200760,517323
"G3600930","1850","New York","360","Schenectady","0930","Schenectady","13","930",76939,28892,3820430,193943
"G3600950","1850","New York","360","Schoharie","0950","Schoharie","13","950",205745,105444,7347157,337645
"G3600990","1850","New York","360","Seneca","0990","Seneca","13","990",127937,39541,8563490,254265
"G3601010","1850","New York","360","Steuben","1010","Steuben","13","1010",336981,338415,13581268,676792
"G3601030","1850","New York","360","Suffolk","1030","Suffolk","13","1030",143612,210292,7195800,211147
"G3601050","1850","New York","360","Sullivan","1050","Sullivan","13","1050",94425,141830,3543001,167109
"G3601070","1850","New York","360","Tioga","1070","Tioga","13","1070",118240,103111,4852976,173896
"G3601090","1850","New York","360","Tompkins","1090","Tompkins","13","1090",223213,104284,10382946,403349
"G3601110","1850","New York","360","Ulster","1110","Ulster","13","1110",233059,207938,12438204,492407
"G3601130","1850","New York","360","Warren","1130","Warren","13","1130",95481,126359,1965312,105282
"G3601150","1850","New York","360","Washington","1150","Washington","13","1150",299802,102242,11958956,513796
"G3601170","1850","New York","360","Wayne","1170","Wayne","13","1170",233603,97857,11837904,572695
"G3601190","1850","New York","360","Westchester","1190","Westchester","13","1190",196701,55228,19552744,416047
"G3601210","1850","New York","360","Wyoming","1210","Wyoming","13","1210",223533,126747,8071848,394640
"G3601230","1850","New York","360","Yates","1230","Yates","13","1230",133971,52529,7578553,196180
"G3700010","1850","North Carolina","370","Alamance","0010","Alamance","47","10",98260,114846,911472,87860
"G3700030","1850","North Carolina","370","Alexander","0030","Alexander","47","30",27379,103924,255199,23415
"G3700070","1850","North Carolina","370","Anson","0070","Anson","47","70",93965,215167,1248399,97191
"G3700090","1850","North Carolina","370","Ashe","0090","Ashe","47","90",64805,302885,458436,46729
"G3700130","1850","North Carolina","370","Beaufort","0130","Beaufort","47","130",30760,180981,605014,26300
"G3700150","1850","North Carolina","370","Bertie","0150","Bertie","47","150",92699,203803,1209847,34197
"G3700170","1850","North Carolina","370","Bladen","0170","Bladen","47","170",47678,393677,822413,40666
"G3700190","1850","North Carolina","370","Brunswick","0190","Brunswick","47","190",18419,247622,521059,28471
"G3700210","1850","North Carolina","370","Buncombe","0210","Buncombe","47","210",75360,506216,1264410,64014
"G3700230","1850","North Carolina","370","Burke","0230","Burke","47","230",29195,108175,564674,32885
"G3700250","1850","North Carolina","370","Cabarrus","0250","Cabarrus","47","250",64895,125700,846620,88085
"G3700270","1850","North Carolina","370","Caldwell","0270","Caldwell","47","270",26568,97759,422804,27267
"G3700290","1850","North Carolina","370","Camden","0290","Camden","47","290",38521,36950,981280,26840
"G3700310","1850","North Carolina","370","Carteret","0310","Carteret","47","310",9941,49313,151900,7636
"G3700330","1850","North Carolina","370","Caswell","0330","Caswell","47","330",123975,115887,1393841,68267
"G3700350","1850","North Carolina","370","Catawba","0350","Catawba","47","350",64439,157214,812535,118115
"G3700370","1850","North Carolina","370","Chatham","0370","Chatham","47","370",139563,309631,1408721,134670
"G3700390","1850","North Carolina","370","Cherokee","0390","Cherokee","47","390",23952,73172,387745,18124
"G3700410","1850","North Carolina","370","Chowan","0410","Chowan","47","410",40617,52041,794615,38395
"G3700450","1850","North Carolina","370","Cleveland","0450","Cleveland","47","450",62620,186818,531434,50424
"G3700470","1850","North Carolina","370","Columbus","0470","Columbus","47","470",26764,262395,297495,15636
"G3700490","1850","North Carolina","370","Craven","0490","Craven","47","490",45197,298167,778301,20620
"G3700510","1850","North Carolina","370","Cumberland","0510","Cumberland","47","510",77260,557473,1295053,59176
"G3700530","1850","North Carolina","370","Currituck","0530","Currituck","47","530",37405,75016,736357,22044
"G3700570","1850","North Carolina","370","Davidson","0570","Davidson","47","570",95243,195114,1106746,107506
"G3700590","1850","North Carolina","370","Davie","0590","Davie","47","590",45770,79504,471392,43849
"G3700610","1850","North Carolina","370","Duplin","0610","Duplin","47","610",93018,334030,1407443,53483
"G3700650","1850","North Carolina","370","Edgecombe","0650","Edgecombe","47","650",145321,226672,2030223,56811
"G3700670","1850","North Carolina","370","Forsyth","0670","Forsyth","47","670",51873,120029,593197,57074
"G3700690","1850","North Carolina","370","Franklin","0690","Franklin","47","690",103084,169734,832196,44627
"G3700710","1850","North Carolina","370","Gaston","0710","Gaston","47","710",57519,156583,655076,64739
"G3700730","1850","North Carolina","370","Gates","0730","Gates","47","730",48267,91114,709119,22227
"G3700770","1850","North Carolina","370","Granville","0770","Granville","47","770",173332,242131,1406027,76696
"G3700790","1850","North Carolina","370","Greene","0790","Greene","47","790",57161,80173,767803,16169
"G3700810","1850","North Carolina","370","Guilford","0810","Guilford","47","810",190309,183437,1437561,125537
"G3700830","1850","North Carolina","370","Halifax","0830","Halifax","47","830",141698,248006,1546642,52674
"G3700870","1850","North Carolina","370","Haywood","0870","Haywood","47","870",35006,357042,459457,30186
"G3700890","1850","North Carolina","370","Henderson","0890","Henderson","47","890",26251,126767,376746,20000
"G3700910","1850","North Carolina","370","Hertford","0910","Hertford","47","910",55222,104536,616879,23416
"G3700950","1850","North Carolina","370","Hyde","0950","Hyde","47","950",24324,322911,1141635,17531
"G3700970","1850","North Carolina","370","Iredell","0970","Iredell","47","970",92053,192740,1133712,87590
"G3701010","1850","North Carolina","370","Johnston","1010","Johnston","47","1010",113374,392906,1025006,54760
"G3701030","1850","North Carolina","370","Jones","1030","Jones","47","1030",55641,128798,467271,16943
"G3701070","1850","North Carolina","370","Lenoir","1070","Lenoir","47","1070",72712,147892,1191461,23669
"G3701090","1850","North Carolina","370","Lincoln","1090","Lincoln","47","1090",51478,137815,675847,81891
"G3701110","1850","North Carolina","370","McDowell","1110","Mcdowell","47","1110",29636,119657,557533,25816
"G3701130","1850","North Carolina","370","Macon","1130","Macon","47","1130",32436,110083,365356,36041
"G3701170","1850","North Carolina","370","Martin","1170","Martin","47","1170",54763,149506,741953,20532
"G3701190","1850","North Carolina","370","Mecklenburg","1190","Mecklenburg","47","1190",92183,176313,1160174,101215
"G3701230","1850","North Carolina","370","Montgomery","1230","Montgomery","47","1230",43001,167400,364410,37954
"G3701250","1850","North Carolina","370","Moore","1250","Moore","47","1250",45602,254677,459526,39685
"G3701270","1850","North Carolina","370","Nash","1270","Nash","47","1270",82626,220623,629556,38006
"G3701290","1850","North Carolina","370","New Hanover","1290","New Hanover","47","1290",49694,365244,1002957,32917
"G3701310","1850","North Carolina","370","Northampton","1310","Northampton","47","1310",107025,157664,1053197,46260
"G3701330","1850","North Carolina","370","Onslow","1330","Onslow","47","1330",52999,167045,536676,22601
"G3701350","1850","North Carolina","370","Orange","1350","Orange","47","1350",140587,183065,1097624,103186
"G3701390","1850","North Carolina","370","Pasquotank","1390","Pasquotank","47","1390",50002,50215,1234802,29146
"G3701430","1850","North Carolina","370","Perquimans","1430","Perquimans","47","1430",46660,76022,1032968,33482
"G3701450","1850","North Carolina","370","Person","1450","Person","47","1450",83611,133502,832466,40014
"G3701470","1850","North Carolina","370","Pitt","1470","Pitt","47","1470",86382,216142,1115174,40477
"G3701510","1850","North Carolina","370","Randolph","1510","Randolph","47","1510",96908,262964,1031503,89066
"G3701530","1850","North Carolina","370","Richmond","1530","Richmond","47","1530",62508,213016,608694,47716
"G3701550","1850","North Carolina","370","Robeson","1550","Robeson","47","1550",91463,459029,1127976,60843
"G3701570","1850","North Carolina","370","Rockingham","1570","Rockingham","47","1570",70757,187476,988175,52488
"G3701590","1850","North Carolina","370","Rowan","1590","Rowan","47","1590",104157,145157,1071546,84886
"G3701610","1850","North Carolina","370","Rutherford","1610","Rutherford","47","1610",67645,213421,977504,57518
"G3701630","1850","North Carolina","370","Sampson","1630","Sampson","47","1630",112987,358148,1804720,62854
"G3701670","1850","North Carolina","370","Stanly","1670","Stanly","47","1670",33632,152240,336363,35277
"G3701690","1850","North Carolina","370","Stokes","1690","Stokes","47","1690",33027,132785,451992,24865
"G3701710","1850","North Carolina","370","Surry","1710","Surry","47","1710",104119,302795,962741,77929
"G3701770","1850","North Carolina","370","Tyrrell","1770","Tyrrell","47","1770",15188,37268,319493,16049
"G3701790","1850","North Carolina","370","Union","1790","Union","47","1790",56093,248063,689663,92821
"G3701830","1850","North Carolina","370","Wake","1830","Wake","47","1830",161091,352178,1589422,91238
"G3701850","1850","North Carolina","370","Warren","1850","Warren","47","1850",100247,182495,1274103,46130
"G3701870","1850","North Carolina","370","Washington","1870","Washington","47","1870",23990,75907,367882,37777
"G3701890","1850","North Carolina","370","Watauga","1890","Watauga","47","1890",17113,121761,345717,19842
"G3701910","1850","North Carolina","370","Wayne","1910","Wayne","47","1910",112938,212930,1613294,51817
"G3701930","1850","North Carolina","370","Wilkes","1930","Wilkes","47","1930",65322,270556,799527,46282
"G3701990","1850","North Carolina","370","Yancey","1990","Yancey","47","1990",38690,254895,596016,34397
"G3900010","1850","Ohio","390","Adams","0010","Adams","24","10",104797,117107,2785628,117886
"G3900030","1850","Ohio","390","Allen","0030","Allen","24","30",50766,87259,1637290,78748
"G3900050","1850","Ohio","390","Ashland","0050","Ashland","24","50",144786,98662,5167959,176432
"G3900070","1850","Ohio","390","Ashtabula","0070","Ashtabula","24","70",174355,88841,5107073,172539
"G3900090","1850","Ohio","390","Athens","0090","Athens","24","90",82168,103109,2125967,92283
"G3900110","1850","Ohio","390","Auglaize","0110","Auglaize","24","110",48285,93179,1328642,91538
"G3900130","1850","Ohio","390","Belmont","0130","Belmont","24","130",179697,130296,7218850,240731
"G3900150","1850","Ohio","390","Brown","0150","Brown","24","150",129006,110021,5173426,180713
"G3900170","1850","Ohio","390","Butler","0170","Butler","24","170",172345,102004,10604930,301320
"G3900190","1850","Ohio","390","Carroll","0190","Carroll","24","190",140988,92950,3925100,168797
"G3900210","1850","Ohio","390","Champaign","0210","Champaign","24","210",147267,108564,5236637,178922
"G3900230","1850","Ohio","390","Clark","0230","Clark","24","230",142708,80038,5985379,143673
"G3900250","1850","Ohio","390","Clermont","0250","Clermont","24","250",132002,90673,5551673,210482
"G3900270","1850","Ohio","390","Clinton","0270","Clinton","24","270",112589,96517,4610822,153952
"G3900290","1850","Ohio","390","Columbiana","0290","Columbiana","24","290",173181,115161,6245746,175752
"G3900310","1850","Ohio","390","Coshocton","0310","Coshocton","24","310",184460,152386,5032658,209017
"G3900330","1850","Ohio","390","Crawford","0330","Crawford","24","330",82836,63120,2361560,200916
"G3900350","1850","Ohio","390","Cuyahoga","0350","Cuyahoga","24","350",130534,78153,5034296,181701
"G3900370","1850","Ohio","390","Darke","0370","Darke","24","370",102977,140154,3560998,183796
"G3900390","1850","Ohio","390","Defiance","0390","Defiance","24","390",18524,27166,488101,26387
"G3900410","1850","Ohio","390","Delaware","0410","Delaware","24","410",109458,111538,3510325,142167
"G3900430","1850","Ohio","390","Erie","0430","Erie","24","430",85773,39442,3036845,95786
"G3900450","1850","Ohio","390","Fairfield","0450","Fairfield","24","450",191146,113155,6815230,236200
"G3900470","1850","Ohio","390","Fayette","0470","Fayette","24","470",123255,84905,3581649,89725
"G3900490","1850","Ohio","390","Franklin","0490","Franklin","24","490",153648,105206,6312059,245052
"G3900510","1850","Ohio","390","Fulton","0510","Fulton","24","510",38077,57762,1084945,58375
"G3900530","1850","Ohio","390","Gallia","0530","Gallia","24","530",82706,132831,1886360,75797
"G3900550","1850","Ohio","390","Geauga","0550","Geauga","24","550",132387,69666,3345383,103681
"G3900570","1850","Ohio","390","Greene","0570","Greene","24","570",131316,108589,6055691,192902
"G3900590","1850","Ohio","390","Guernsey","0590","Guernsey","24","590",170632,143121,4529930,191618
"G3900610","1850","Ohio","390","Hamilton","0610","Hamilton","24","610",137517,72883,17449236,245093
"G3900630","1850","Ohio","390","Hancock","0630","Hancock","24","630",80995,113475,2430290,89892
"G3900650","1850","Ohio","390","Hardin","0650","Hardin","24","650",33353,64588,1059330,82920
"G3900670","1850","Ohio","390","Harrison","0670","Harrison","24","670",134298,90102,4800223,137397
"G3900690","1850","Ohio","390","Henry","0690","Henry","24","690",10131,38158,389981,17217
"G3900710","1850","Ohio","390","Highland","0710","Highland","24","710",169513,136290,5708745,253214
"G3900730","1850","Ohio","390","Hocking","0730","Hocking","24","730",59709,82626,1326210,72619
"G3900750","1850","Ohio","390","Holmes","0750","Holmes","24","750",143604,107567,4200030,180989
"G3900770","1850","Ohio","390","Huron","0770","Huron","24","770",148392,99734,5349333,218769
"G3900790","1850","Ohio","390","Jackson","0790","Jackson","24","790",72073,93903,1411685,58761
"G3900810","1850","Ohio","390","Jefferson","0810","Jefferson","24","810",140986,91448,7164387,227543
"G3900830","1850","Ohio","390","Knox","0830","Knox","24","830",166981,131094,5608161,182581
"G3900850","1850","Ohio","390","Lake","0850","Lake","24","850",88334,45969,3084869,194862
"G3900870","1850","Ohio","390","Lawrence","0870","Lawrence","24","870",17279,31638,507755,17088
"G3900890","1850","Ohio","390","Licking","0890","Licking","24","890",233761,167984,7681286,336536
"G3900910","1850","Ohio","390","Logan","0910","Logan","24","910",97672,119036,3453100,135925
"G3900930","1850","Ohio","390","Lorain","0930","Lorain","24","930",127165,90262,4155317,139915
"G3900950","1850","Ohio","390","Lucas","0950","Lucas","24","950",30115,42646,993141,45297
"G3900970","1850","Ohio","390","Madison","0970","Madison","24","970",157813,96605,3680613,70204
"G3900990","1850","Ohio","390","Mahoning","0990","Mahoning","24","990",143098,86746,5548999,223162
"G3901010","1850","Ohio","390","Marion","1010","Marion","24","1010",109444,67635,2206424,83702
"G3901030","1850","Ohio","390","Medina","1030","Medina","24","1030",144661,76617,4732650,210575
"G3901050","1850","Ohio","390","Meigs","1050","Meigs","24","1050",58139,87445,1646218,70502
"G3901070","1850","Ohio","390","Mercer","1070","Mercer","24","1070",26176,48258,668556,51483
"G3901090","1850","Ohio","390","Miami","1090","Miami","24","1090",115063,94907,5320430,197589
"G3901110","1850","Ohio","390","Monroe","1110","Monroe","24","1110",124100,164349,2975759,125756
"G3901130","1850","Ohio","390","Montgomery","1130","Montgomery","24","1130",151306,109233,7752152,205304
"G3901150","1850","Ohio","390","Morgan","1150","Morgan","24","1150",133657,137183,4242519,174817
"G3901170","1850","Ohio","390","Morrow","1170","Morrow","24","1170",95976,83951,2900082,103259
"G3901190","1850","Ohio","390","Muskingum","1190","Muskingum","24","1190",212795,157796,8052686,250950
"G3901230","1850","Ohio","390","Ottawa","1230","Ottawa","24","1230",13158,16513,314435,16905
"G3901250","1850","Ohio","390","Paulding","1250","Paulding","24","1250",4221,5566,126606,5534
"G3901270","1850","Ohio","390","Perry","1270","Perry","24","1270",103668,78707,3185109,99674
"G3901290","1850","Ohio","390","Pickaway","1290","Pickaway","24","1290",160288,113300,6146726,173232
"G3901310","1850","Ohio","390","Pike","1310","Pike","24","1310",68185,75386,1699333,61051
"G3901330","1850","Ohio","390","Portage","1330","Portage","24","1330",162659,88273,5428401,204228
"G3901350","1850","Ohio","390","Preble","1350","Preble","24","1350",130101,114065,6000071,213261
"G3901370","1850","Ohio","390","Putnam","1370","Putnam","24","1370",26399,49467,772745,40096
"G3901390","1850","Ohio","390","Richland","1390","Richland","24","1390",162545,119402,6299219,193981
"G3901410","1850","Ohio","390","Ross","1410","Ross","24","1410",179002,130557,7022203,163806
"G3901430","1850","Ohio","390","Sandusky","1430","Sandusky","24","1430",72806,77885,2308341,104045
"G3901450","1850","Ohio","390","Scioto","1450","Scioto","24","1450",51150,75235,2239139,99370
"G3901470","1850","Ohio","390","Seneca","1470","Seneca","24","1470",152554,131822,5710509,262398
"G3901490","1850","Ohio","390","Shelby","1490","Shelby","24","1490",62651,86791,2036190,117229
"G3901510","1850","Ohio","390","Stark","1510","Stark","24","1510",206116,124173,8534064,282506
"G3901530","1850","Ohio","390","Summit","1530","Summit","24","1530",158901,77400,5653257,241763
"G3901550","1850","Ohio","390","Trumbull","1550","Trumbull","24","1550",210525,125026,6829978,192730
"G3901570","1850","Ohio","390","Tuscarawas","1570","Tuscarawas","24","1570",155359,120340,4410495,165980
"G3901590","1850","Ohio","390","Union","1590","Union","24","1590",77678,92215,2000887,95881
"G3901610","1850","Ohio","390","Van Wert","1610","Van Wert","24","1610",14850,30229,348245,16363
"G3901630","1850","Ohio","390","Vinton","1630","Vinton","24","1630",53282,77981,1159720,41008
"G3901650","1850","Ohio","390","Warren","1650","Warren","24","1650",143582,99777,8708622,289186
"G3901670","1850","Ohio","390","Washington","1670","Washington","24","1670",96545,151685,2810381,132078
"G3901690","1850","Ohio","390","Wayne","1690","Wayne","24","1690",204129,130906,9442016,289177
"G3901710","1850","Ohio","390","Williams","1710","Williams","24","1710",28670,55906,862822,45361
"G3901730","1850","Ohio","390","Wood","1730","Wood","24","1730",36796,58428,976895,55582
"G3901750","1850","Ohio","390","Wyandot","1750","Wyandot","24","1750",78898,67262,1890878,27351
"G4130015","1850","Oregon Territory","413","Benton","0015","Benton","72","30",5589,0,74545,16565
"G4130035","1850","Oregon Territory","413","Clackamas","0035","Clackamas","72","50",36210,82388,841750,24475
"G4130055","1850","Oregon Territory","413","Clark","0055","Clark","72","2110",3705,16935,208700,6780
"G4130075","1850","Oregon Territory","413","Clatsop","0075","Clatsop","72","70",340,12257,175400,20
"G4130095","1850","Oregon Territory","413","Lewis","0095","Lewis","72","2410",13441,35804,274400,12885
"G4130115","1850","Oregon Territory","413","Linn","0115","Linn","72","430",6041,0,108425,15445
"G4130135","1850","Oregon Territory","413","Marion","0135","Marion","72","470",30211,152567,835750,48834
"G4130155","1850","Oregon Territory","413","Polk","0155","Polk","72","530",9341,0,63130,18340
"G4130175","1850","Oregon Territory","413","Washington","0175","Washington","72","670",13498,0,159160,17620
"G4130195","1850","Oregon Territory","413","Yamhill","0195","Yamhill","72","710",14481,0,107910,22459
"G4200010","1850","Pennsylvania","420","Adams","0010","Adams","14","10",183009,72106,6390056,228755
"G4200030","1850","Pennsylvania","420","Allegheny","0030","Allegheny","14","30",236292,147709,17952830,356538
"G4200050","1850","Pennsylvania","420","Armstrong","0050","Armstrong","14","50",138601,191196,3663903,168527
"G4200070","1850","Pennsylvania","420","Beaver","0070","Beaver","14","70",124743,97251,5331172,177359
"G4200090","1850","Pennsylvania","420","Bedford","0090","Bedford","14","90",148299,199262,3962047,168220
"G4200110","1850","Pennsylvania","420","Berks","0110","Berks","14","110",320190,92211,21429502,733998
"G4200130","1850","Pennsylvania","420","Blair","0130","Blair","14","130",80033,55150,3869205,120778
"G4200150","1850","Pennsylvania","420","Bradford","0150","Bradford","14","150",234029,278250,8293689,392220
"G4200170","1850","Pennsylvania","420","Bucks","0170","Bucks","14","170",293631,34810,18555584,858402
"G4200190","1850","Pennsylvania","420","Butler","0190","Butler","14","190",179642,188322,5012491,302266
"G4200210","1850","Pennsylvania","420","Cambria","0210","Cambria","14","210",51021,107749,1352343,76736
"G4200250","1850","Pennsylvania","420","Carbon","0250","Carbon","14","250",14439,23578,488200,28951
"G4200270","1850","Pennsylvania","420","Centre","0270","Centre","14","270",114215,113510,5024563,165174
"G4200290","1850","Pennsylvania","420","Chester","0290","Chester","14","290",333572,89713,25425956,809363
"G4200310","1850","Pennsylvania","420","Clarion","0310","Clarion","14","310",107317,111504,2779989,160202
"G4200330","1850","Pennsylvania","420","Clearfield","0330","Clearfield","14","330",61115,117468,1718869,94289
"G4200350","1850","Pennsylvania","420","Clinton","0350","Clinton","14","350",44982,38229,2028610,73555
"G4200370","1850","Pennsylvania","420","Columbia","0370","Columbia","14","370",90185,61293,3254346,75416
"G4200390","1850","Pennsylvania","420","Crawford","0390","Crawford","14","390",187481,205609,5058629,269461
"G4200410","1850","Pennsylvania","420","Cumberland","0410","Cumberland","14","410",187934,51067,8748134,302976
"G4200430","1850","Pennsylvania","420","Dauphin","0430","Dauphin","14","430",150492,71285,7175872,215341
