GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ACD001,ACN001,ACZ001,ACZ002,ACZ003,ACZ004,ACZ005,ACZ006,ACZ007,ACZ008,ACZ009,ACZ010,ACZ011,ACZ012,ACZ013,ACZ014,ACZ015,ACZ016,ACZ017,ACZ018,ACZ019,ACZ020,ACZ021,ACZ022,ACZ023,ACZ024
"G1301130","1840","Georgia","130","Fayette","1130","Fayette","44","1130",6191,0,7,3,2,1,2,0,3,7,3,0,2,0,272,214,88,52,25,0,244,227,123,69,19,1
"G1301150","1840","Georgia","130","Floyd","1150","Floyd","44","1150",4441,0,2,1,2,0,0,0,0,0,0,0,0,0,269,213,91,53,6,0,244,222,107,57,9,0
"G1301170","1840","Georgia","130","Forsyth","1170","Forsyth","44","1170",5619,0,0,1,2,2,0,0,2,1,0,0,1,0,94,114,30,15,2,0,109,120,43,22,1,0
"G1301190","1840","Georgia","130","Franklin","1190","Franklin","44","1190",9886,0,5,7,1,4,1,0,7,6,1,3,2,0,397,320,127,108,36,0,390,379,179,124,35,0
"G1301230","1840","Georgia","130","Gilmer","1230","Gilmer","44","1230",2536,0,0,1,0,1,0,0,1,0,0,0,0,0,12,13,8,3,0,0,19,23,7,3,4,0
"G1301270","1840","Georgia","130","Glynn","1270","Glynn","44","1270",5302,0,0,0,1,1,0,0,0,0,0,0,0,0,602,522,453,394,191,1,652,538,520,349,186,1
"G1301330","1840","Georgia","130","Greene","1330","Greene","44","1330",11690,0,2,4,3,3,3,0,2,4,1,0,3,0,1285,1074,633,447,122,0,1265,1047,659,370,122,0
"G1301350","1840","Georgia","130","Gwinnett","1350","Gwinnett","44","1350",10804,0,3,2,0,1,0,0,1,4,1,1,1,0,406,407,167,101,19,0,416,388,190,114,30,0
"G1301370","1840","Georgia","130","Habersham","1370","Habersham","44","1370",7961,0,3,0,0,2,1,0,3,0,2,1,0,0,162,142,79,39,21,4,179,159,90,52,13,2
"G1301390","1840","Georgia","130","Hall","1390","Hall","44","1390",7875,0,0,0,0,0,1,0,0,2,0,0,0,0,185,186,79,47,13,0,199,192,121,53,24,0
"G1301410","1840","Georgia","130","Hancock","1410","Hancock","44","1410",9659,0,12,4,3,4,3,0,7,7,2,2,3,0,1023,907,567,365,158,1,1077,823,530,357,106,1
"G1301450","1840","Georgia","130","Harris","1450","Harris","44","1450",13933,0,5,8,2,2,1,0,6,5,1,0,3,0,1209,982,585,302,119,1,1178,1043,651,275,72,1
"G1301490","1840","Georgia","130","Heard","1490","Heard","44","1490",5329,0,0,0,0,0,0,0,0,0,0,0,0,3,332,223,122,50,16,0,334,286,143,49,21,1
"G1301510","1840","Georgia","130","Henry","1510","Henry","44","1510",11756,0,2,1,0,1,2,0,4,1,1,2,2,0,615,606,218,116,40,0,676,577,286,133,49,0
"G1301530","1840","Georgia","130","Houston","1530","Houston","44","1530",9711,0,0,0,0,0,1,0,2,0,1,0,1,0,837,779,442,268,67,0,872,779,493,260,48,0
"G1301550","1840","Georgia","130","Irwin","1550","Irwin","44","1550",2038,0,0,0,0,0,0,0,0,0,0,0,0,0,55,46,14,14,2,1,45,48,28,11,2,0
"G1301570","1840","Georgia","130","Jackson","1570","Jackson","44","1570",8522,0,2,4,1,0,1,0,3,2,0,1,1,0,513,392,165,102,41,0,500,389,214,144,53,0
"G1301590","1840","Georgia","130","Jasper","1590","Jasper","44","1590",11111,0,5,0,2,5,4,0,7,3,5,1,3,0,1178,979,538,327,75,0,1109,937,583,322,107,0
"G1301630","1840","Georgia","130","Jefferson","1630","Jefferson","44","1630",7254,0,5,6,2,2,1,1,3,5,5,2,3,0,754,695,420,269,84,10,747,632,363,293,73,2
"G1301690","1840","Georgia","130","Jones","1690","Jones","44","1690",10065,0,5,5,2,3,1,0,5,5,1,2,0,0,1000,916,460,342,98,0,987,839,537,374,64,2
"G1301750","1840","Georgia","130","Laurens","1750","Laurens","44","1750",5585,0,0,1,1,0,2,0,0,1,0,0,0,0,468,356,212,169,65,0,432,373,225,148,53,1
"G1301770","1840","Georgia","130","Lee","1770","Lee","44","1770",4520,0,1,0,0,3,0,0,1,0,0,0,0,0,373,359,188,116,37,0,346,311,190,97,27,2
"G1301790","1840","Georgia","130","Liberty","1790","Liberty","44","1790",7241,0,3,2,2,5,4,0,4,6,2,4,2,1,858,769,504,426,192,1,787,830,553,453,187,1
"G1301810","1840","Georgia","130","Lincoln","1810","Lincoln","44","1810",5895,0,4,4,1,1,2,0,4,4,2,3,4,0,629,530,247,157,63,0,640,527,320,176,50,0
"G1301850","1840","Georgia","130","Lowndes","1850","Lowndes","44","1850",5574,0,0,0,0,1,0,0,0,1,0,0,1,0,195,182,95,54,24,0,238,201,115,60,13,0
"G1301870","1840","Georgia","130","Lumpkin","1870","Lumpkin","44","1870",5671,0,0,1,1,0,1,0,3,2,2,1,1,0,95,63,52,34,8,0,97,92,47,20,8,0
"G1301910","1840","Georgia","130","McIntosh","1910","Mcintosh","44","1910",5360,0,16,16,10,7,2,1,6,12,10,16,6,0,521,465,446,369,184,9,492,537,400,299,181,7
"G1301930","1840","Georgia","130","Macon","1930","Macon","44","1930",5045,0,0,1,0,1,0,0,0,0,0,1,0,0,237,253,108,75,26,0,301,252,155,69,13,0
"G1301950","1840","Georgia","130","Madison","1950","Madison","44","1950",4510,0,0,2,0,0,0,0,1,0,0,0,0,0,278,215,93,51,29,0,270,225,131,66,24,0
"G1301970","1840","Georgia","130","Marion","1970","Marion","44","1970",4812,0,0,0,0,0,0,0,1,0,0,0,0,0,192,206,66,55,14,0,178,190,102,49,18,0
"G1301990","1840","Georgia","130","Meriwether","1990","Meriwether","44","1990",14132,0,3,1,3,3,0,0,2,3,1,0,0,0,1058,879,450,246,47,1,1013,937,494,207,59,0
"G1302070","1840","Georgia","130","Monroe","2070","Monroe","44","2070",16275,0,7,3,1,3,1,0,5,1,2,1,0,0,1618,1354,716,425,105,1,1590,1348,795,404,89,2
"G1302090","1840","Georgia","130","Montgomery","2090","Montgomery","44","2090",1616,0,0,0,0,0,0,0,0,0,0,0,0,0,79,66,17,15,2,0,53,57,28,14,6,0
"G1302110","1840","Georgia","130","Morgan","2110","Morgan","44","2110",9121,0,3,1,3,2,0,0,2,0,2,0,1,0,963,975,538,359,90,0,949,844,552,298,77,1
"G1302130","1840","Georgia","130","Murray","2130","Murray","44","2130",4695,0,0,0,1,0,0,0,0,0,0,0,0,0,143,153,91,35,5,0,139,140,63,25,4,0
"G1302150","1840","Georgia","130","Muscogee","2150","Muscogee","44","2150",11699,3114,4,4,10,10,6,0,5,7,7,3,3,0,803,765,493,241,55,2,779,783,473,246,60,1
"G1302170","1840","Georgia","130","Newton","2170","Newton","44","2170",11628,0,2,4,1,3,1,0,3,2,0,1,1,0,693,574,311,181,47,0,715,616,326,211,45,1
"G1302210","1840","Georgia","130","Oglethorpe","2210","Oglethorpe","44","2210",10868,0,8,1,1,2,4,0,7,4,1,1,2,0,1163,928,503,327,137,0,1213,980,578,382,120,0
"G1302230","1840","Georgia","130","Paulding","2230","Paulding","44","2230",2556,0,0,0,0,0,0,0,0,0,0,0,0,0,84,87,48,22,2,0,73,73,44,16,5,0
"G1302310","1840","Georgia","130","Pike","2310","Pike","44","2310",9176,0,15,4,4,1,0,0,2,2,3,1,0,0,515,376,227,104,26,1,456,411,239,157,36,1
"G1302350","1840","Georgia","130","Pulaski","2350","Pulaski","44","2350",5389,0,5,3,3,2,2,0,4,4,2,4,3,0,377,355,261,132,47,2,413,390,258,115,35,0
"G1302370","1840","Georgia","130","Putnam","2370","Putnam","44","2370",10260,0,5,4,2,2,1,0,3,3,3,4,3,7,1103,984,628,396,123,3,1143,999,632,369,101,1
"G1302410","1840","Georgia","130","Rabun","2410","Rabun","44","2410",1912,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,7,2,2,0,14,16,5,4,1,0
"G1302430","1840","Georgia","130","Randolph","2430","Randolph","44","2430",8276,0,1,7,0,1,0,0,0,1,0,1,0,0,494,399,270,120,29,0,471,456,287,130,23,0
"G1302450","1840","Georgia","130","Richmond","2450","Richmond","44","2450",11932,6403,22,34,15,10,6,1,22,30,20,18,8,0,801,890,692,566,228,4,710,851,667,499,183,5
"G1302510","1840","Georgia","130","Screven","2510","Screven","44","2510",4794,0,3,1,0,0,0,0,1,2,0,0,1,1,465,420,247,172,53,2,428,396,271,141,28,0
"G1302590","1840","Georgia","130","Stewart","2590","Stewart","44","2590",12933,0,4,1,0,3,1,0,5,1,0,3,0,0,870,786,431,201,70,2,834,820,469,213,45,0
"G1302610","1840","Georgia","130","Sumter","2610","Sumter","44","2610",5759,0,0,0,0,0,0,0,0,0,0,0,1,0,324,277,131,87,16,0,268,291,152,73,23,1
"G1302630","1840","Georgia","130","Talbot","2630","Talbot","44","2630",15627,0,6,1,3,1,1,0,1,2,2,1,2,0,1280,1091,569,332,67,0,1245,1167,621,317,55,2
"G1302650","1840","Georgia","130","Taliaferro","2650","Taliaferro","44","2650",5190,0,4,3,3,3,2,0,1,10,2,5,6,0,520,477,230,158,53,0,509,427,278,158,44,2
"G1302670","1840","Georgia","130","Tattnall","2670","Tattnall","44","2670",2724,0,0,2,1,0,0,0,0,1,0,0,1,0,156,114,80,58,18,0,165,126,69,29,26,0
"G1302710","1840","Georgia","130","Telfair","2710","Telfair","44","2710",2763,0,2,0,0,1,0,0,1,0,0,1,0,0,150,113,59,37,17,0,138,131,62,39,11,0
"G1302750","1840","Georgia","130","Thomas","2750","Thomas","44","2750",6766,0,3,6,0,2,0,0,9,2,2,2,0,0,537,482,214,128,39,0,526,543,274,142,45,0
"G1302850","1840","Georgia","130","Troup","2850","Troup","44","2850",15733,0,7,3,1,1,1,0,6,3,2,2,2,0,1313,1110,521,360,96,2,1261,1226,641,390,103,0
"G1302890","1840","Georgia","130","Twiggs","2890","Twiggs","44","2890",8422,0,10,7,3,2,3,0,9,4,2,2,0,1,678,695,394,236,66,1,694,644,445,257,54,1
"G1302910","1840","Georgia","130","Union","2910","Union","44","2910",3152,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,1,3,0,1,16,18,5,4,0,1
"G1302930","1840","Georgia","130","Upson","2930","Upson","44","2930",9408,0,0,0,0,1,2,0,1,0,0,0,0,0,735,611,350,179,49,1,736,578,400,183,45,1
"G1302950","1840","Georgia","130","Walker","2950","Walker","44","2950",6572,0,8,8,4,0,1,0,5,8,2,2,0,5,195,173,56,37,11,0,181,176,73,35,9,0
"G1302970","1840","Georgia","130","Walton","2970","Walton","44","2970",10209,0,0,0,0,0,1,0,0,0,0,0,0,0,609,575,335,207,73,4,614,532,414,204,56,2
"G1302990","1840","Georgia","130","Ware","2990","Ware","44","2990",2323,0,0,0,0,1,0,0,0,1,0,0,0,0,25,27,11,4,0,0,18,24,16,7,0,0
"G1303010","1840","Georgia","130","Warren","3010","Warren","44","3010",9789,0,19,14,4,4,0,0,14,12,2,8,0,0,836,703,402,266,101,1,833,689,385,229,91,0
"G1303030","1840","Georgia","130","Washington","3030","Washington","44","3030",10565,0,5,7,2,1,2,2,5,5,2,1,3,2,861,737,406,269,101,1,792,679,380,253,86,1
"G1303050","1840","Georgia","130","Wayne","3050","Wayne","44","3050",1258,0,4,1,2,1,0,0,1,2,1,0,2,0,63,51,17,21,16,0,60,62,33,30,14,0
"G1303170","1840","Georgia","130","Wilkes","3170","Wilkes","44","3170",10148,0,1,0,2,2,4,0,0,1,1,1,5,0,1099,950,600,422,131,0,1114,1050,638,360,137,0
"G1303190","1840","Georgia","130","Wilkinson","3190","Wilkinson","44","3190",6842,0,3,1,0,1,2,0,2,3,2,0,5,0,339,332,146,88,25,6,324,348,159,84,15,0
"G1700010","1840","Illinois","170","Adams","0010","Adams","21","10",14476,0,4,8,2,2,2,0,3,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700030","1840","Illinois","170","Alexander","0030","Alexander","21","30",3313,0,0,0,3,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700050","1840","Illinois","170","Bond","0050","Bond","21","50",5060,0,1,0,2,1,0,0,1,0,1,1,0,0,2,0,1,0,0,0,1,0,1,0,0,0
"G1700070","1840","Illinois","170","Boone","0070","Boone","21","70",1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700090","1840","Illinois","170","Brown","0090","Brown","21","90",4183,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"G1700110","1840","Illinois","170","Bureau","0110","Bureau","21","110",3067,0,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700130","1840","Illinois","170","Calhoun","0130","Calhoun","21","130",1741,0,2,6,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700150","1840","Illinois","170","Carroll","0150","Carroll","21","150",1023,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700170","1840","Illinois","170","Cass","0170","Cass","21","170",2981,0,4,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700190","1840","Illinois","170","Champaign","0190","Champaign","21","190",1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700210","1840","Illinois","170","Christian","0210","Christian","21","210",1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700230","1840","Illinois","170","Clark","0230","Clark","21","230",7453,0,4,3,4,4,1,0,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700250","1840","Illinois","170","Clay","0250","Clay","21","250",3228,0,3,6,0,1,2,0,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700270","1840","Illinois","170","Clinton","0270","Clinton","21","270",3718,0,25,14,12,5,1,0,25,11,10,5,3,0,2,3,1,0,0,0,1,3,0,0,0,0
"G1700290","1840","Illinois","170","Coles","0290","Coles","21","290",9616,0,6,5,2,2,0,0,5,8,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700310","1840","Illinois","170","Cook","0310","Cook","21","310",10201,4470,9,6,16,3,2,0,5,4,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700330","1840","Illinois","170","Crawford","0330","Crawford","21","330",4422,0,5,3,3,2,2,0,9,9,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700370","1840","Illinois","170","DeKalb","0370","De Kalb","21","370",1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700390","1840","Illinois","170","De Witt","0390","De Witt","21","390",3247,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700430","1840","Illinois","170","Dupage","0430","Du Page","21","430",3535,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700450","1840","Illinois","170","Edgar","0450","Edgar","21","450",8225,0,8,7,0,4,1,0,10,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700470","1840","Illinois","170","Edwards","0470","Edwards","21","470",3070,0,13,7,2,4,2,0,4,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700490","1840","Illinois","170","Effingham","0490","Effingham","21","490",1675,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700510","1840","Illinois","170","Fayette","0510","Fayette","21","510",6328,0,7,10,8,4,4,0,12,9,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700550","1840","Illinois","170","Franklin","0550","Franklin","21","550",3682,0,0,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0
"G1700570","1840","Illinois","170","Fulton","0570","Fulton","21","570",13142,0,3,4,2,3,1,0,9,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700590","1840","Illinois","170","Gallatin","0590","Gallatin","21","590",10760,0,102,105,53,39,28,0,109,116,51,40,28,0,3,1,0,0,1,0,5,8,1,4,1,0
"G1700610","1840","Illinois","170","Greene","0610","Greene","21","610",11951,0,6,12,8,4,1,0,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700650","1840","Illinois","170","Hamilton","0650","Hamilton","21","650",3945,0,6,3,1,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700670","1840","Illinois","170","Hancock","0670","Hancock","21","670",9946,0,2,0,0,1,0,0,5,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700690","1840","Illinois","170","Hardin","0690","Hardin","21","690",1378,0,8,4,6,2,0,0,6,4,3,2,0,0,1,4,2,1,0,0,3,1,0,0,1,0
"G1700730","1840","Illinois","170","Henry","0730","Henry","21","730",1260,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700750","1840","Illinois","170","Iroquois","0750","Iroquois","21","750",1695,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700770","1840","Illinois","170","Jackson","0770","Jackson","21","770",3566,0,10,2,4,4,2,0,6,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700790","1840","Illinois","170","Jasper","0790","Jasper","21","790",1472,0,9,7,5,3,0,0,6,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700810","1840","Illinois","170","Jefferson","0810","Jefferson","21","810",5762,0,2,0,1,0,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"G1700830","1840","Illinois","170","Jersey","0830","Jersey","21","830",4535,0,1,6,2,1,1,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"G1700850","1840","Illinois","170","Jo Daviess","0850","Jo Daviess","21","850",6180,0,21,11,28,15,7,0,14,10,13,12,3,0,1,2,1,0,0,0,0,1,1,0,0,0
"G1700870","1840","Illinois","170","Johnson","0870","Johnson","21","870",3626,0,1,0,1,1,0,0,0,0,0,0,0,0,3,2,3,0,0,0,2,3,0,2,0,0
"G1700890","1840","Illinois","170","Kane","0890","Kane","21","890",6501,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700950","1840","Illinois","170","Knox","0950","Knox","21","950",7060,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700970","1840","Illinois","170","Lake","0970","Lake","21","970",2634,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1700990","1840","Illinois","170","La Salle","0990","La Salle","21","990",9348,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701010","1840","Illinois","170","Lawrence","1010","Lawrence","21","1010",7092,0,30,50,12,15,4,0,39,35,17,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701030","1840","Illinois","170","Lee","1030","Lee","21","1030",2035,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701050","1840","Illinois","170","Livingston","1050","Livingston","21","1050",759,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701070","1840","Illinois","170","Logan","1070","Logan","21","1070",2333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701090","1840","Illinois","170","McDonough","1090","Mcdonough","21","1090",5308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701110","1840","Illinois","170","McHenry","1110","Mchenry","21","1110",2578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701130","1840","Illinois","170","McLean","1130","Mclean","21","1130",6565,0,1,1,1,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701150","1840","Illinois","170","Macon","1150","Macon","21","1150",3039,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701170","1840","Illinois","170","Macoupin","1170","Macoupin","21","1170",7826,0,4,3,6,1,2,0,9,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701190","1840","Illinois","170","Madison","1190","Madison","21","1190",14433,0,60,50,51,20,10,0,43,36,42,13,7,1,1,2,1,0,0,0,2,3,0,1,0,0
"G1701210","1840","Illinois","170","Marion","1210","Marion","21","1210",4742,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701230","1840","Illinois","170","Marshall","1230","Marshall","21","1230",1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701290","1840","Illinois","170","Menard","1290","Menard","21","1290",4431,0,0,3,1,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701310","1840","Illinois","170","Mercer","1310","Mercer","21","1310",2352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701330","1840","Illinois","170","Monroe","1330","Monroe","21","1330",4481,0,13,7,8,3,6,0,11,18,4,0,0,0,1,0,0,1,0,0,3,4,1,0,1,0
"G1701350","1840","Illinois","170","Montgomery","1350","Montgomery","21","1350",4490,0,1,2,0,1,1,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701370","1840","Illinois","170","Morgan","1370","Morgan","21","1370",19547,0,6,14,6,1,1,0,10,19,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701410","1840","Illinois","170","Ogle","1410","Ogle","21","1410",3479,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701430","1840","Illinois","170","Peoria","1430","Peoria","21","1430",6153,0,0,4,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701450","1840","Illinois","170","Perry","1450","Perry","21","1450",3222,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701490","1840","Illinois","170","Pike","1490","Pike","21","1490",11728,0,0,2,4,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701510","1840","Illinois","170","Pope","1510","Pope","21","1510",4094,0,10,8,4,2,1,1,10,9,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701550","1840","Illinois","170","Putnam","1550","Putnam","21","1550",2131,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701570","1840","Illinois","170","Randolph","1570","Randolph","21","1570",7944,0,26,26,26,14,6,0,20,36,11,13,6,0,22,25,13,10,1,0,24,16,11,10,1,0
"G1701610","1840","Illinois","170","Rock Island","1610","Rock Island","21","1610",2610,0,1,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701630","1840","Illinois","170","St Clair","1630","St Clair","21","1630",13631,0,58,59,29,48,11,0,67,61,28,29,11,0,11,10,4,3,4,1,9,8,5,4,0,0
"G1701670","1840","Illinois","170","Sangamon","1670","Sangamon","21","1670",14716,2579,25,29,18,12,4,0,19,36,14,6,6,0,0,4,0,0,0,0,0,2,0,0,0,0
"G1701690","1840","Illinois","170","Schuyler","1690","Schuyler","21","1690",6972,0,2,0,0,3,0,0,3,2,4,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0
"G1701710","1840","Illinois","170","Scott","1710","Scott","21","1710",6215,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701730","1840","Illinois","170","Shelby","1730","Shelby","21","1730",6659,0,8,1,3,1,0,0,7,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701750","1840","Illinois","170","Stark","1750","Stark","21","1750",1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701770","1840","Illinois","170","Stephenson","1770","Stephenson","21","1770",2800,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701790","1840","Illinois","170","Tazewell","1790","Tazewell","21","1790",7221,0,3,7,2,2,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701810","1840","Illinois","170","Union","1810","Union","21","1810",5524,0,1,6,2,1,0,0,6,6,2,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0
"G1701830","1840","Illinois","170","Vermilion","1830","Vermilion","21","1830",9303,0,3,1,4,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701850","1840","Illinois","170","Wabash","1850","Wabash","21","1850",4240,0,3,8,4,5,2,0,4,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701870","1840","Illinois","170","Warren","1870","Warren","21","1870",6739,0,0,7,1,4,0,0,4,7,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701890","1840","Illinois","170","Washington","1890","Washington","21","1890",4810,0,11,6,5,2,0,0,10,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701910","1840","Illinois","170","Wayne","1910","Wayne","21","1910",5133,0,1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701930","1840","Illinois","170","White","1930","White","21","1930",7919,0,10,11,5,3,3,0,7,15,6,2,0,0,5,3,2,0,0,0,1,2,0,1,1,0
"G1701950","1840","Illinois","170","Whiteside","1950","Whiteside","21","1950",2514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701970","1840","Illinois","170","Will","1970","Will","21","1970",10167,2558,0,6,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1701990","1840","Illinois","170","Williamson","1990","Williamson","21","1990",4457,0,5,3,2,4,2,0,2,4,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1702010","1840","Illinois","170","Winnebago","2010","Winnebago","21","2010",4609,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"G1800010","1840","Indiana","180","Adams","0010","Adams","22","10",2264,0,5,6,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1800030","1840","Indiana","180","Allen","0030","Allen","22","30",5942,0,3,2,5,2,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1800050","1840","Indiana","180","Bartholomew","0050","Bartholomew","22","50",10042,0,6,9,3,4,1,0,1,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1800090","1840","Indiana","180","Blackford","0090","Blackford","22","90",1226,0,4,3,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1800110","1840","Indiana","180","Boone","0110","Boone","22","110",8121,0,4,2,1,0,0,0,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1800130","1840","Indiana","180","Brown","0130","Brown","22","130",2364,0,9,0,0,1,0,0,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1800150","1840","Indiana","180","Carroll","0150","Carroll","22","150",7819,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
